#++
#
#   Frequency Database
#   ==================
#
#   Created: 29-Mar-2026 15:32:45
#
#   The column names are the database fields
#
#   When importing:
#       Rows starting with # are treated as comments
#       Missing fields are left empty
#       Invalid fields are ignored
#       First field must be Frequency
#       Frequency value is in kHz not Hz
#       Source is set to Custom
#       Added is set to the current date & time
#
#--
Frequency,Station,Site,Azi,Dist,Locator,RDS_PI,RDS_PS,CallID,Language,TX_Country,Time_On,Time_Off,Days,Target,Notes,Pwr,M,Org_Country,Lat,Lon,ITU,Polarity,Source,Date
"11925000","China Radio International","","142","","","","","","Eng","CHN","0600","0700","1234567","44S,50","","100","","NNN","","","","","HFCC","2026-03-29 15:32"
"11925000","Media Broadcast GmbH","","120","","","","","","Mul","D","0430","0515","1234567","39N","B.josyi","125","","NAU","","","","","HFCC","2026-03-29 15:32"
"11925000","Radio Russia","","263","","","","","","Rus","RUS","1000","1400","1234567","43,44","","250","","P.K","","","","","HFCC","2026-03-29 15:32"
"11930000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","270","","","","","","Ara","ARS","1800","2300","1234567","46-48","","500","","RIY","","","","","HFCC","2026-03-29 15:32"
"11930000","United States Agency for Global Media (USAGM)","","184","","","","","","Spa","USA","0000","0100","1234567","11","","250","","GB","","","","","HFCC","2026-03-29 15:32"
"11930000","United States Agency for Global Media (USAGM)","","349","","","","","","Cmn","PHL","1300","1400","1234567","43,44","","250","","PHT","","","","","HFCC","2026-03-29 15:32"
"11930000","United States Agency for Global Media (USAGM)","","172","","","","","","Spa","USA","1300","2000","1234567","11","","250","","GB","","","","","HFCC","2026-03-29 15:32"
"11930000","United States Agency for Global Media (USAGM)","","172","","","","","","Spa","USA","2000","2100","1234567","11","","250","","GB","","","","","HFCC","2026-03-29 15:32"
"11930000","United States Agency for Global Media (USAGM)","","184","","","","","","Spa","USA","2100","2400","1234567","11","","250","","GB","","","","","HFCC","2026-03-29 15:32"
"11935000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","310","","","","","","Ara","ARS","0900","1200","1234567","39N","","500","","RIY","","","","","HFCC","2026-03-29 15:32"
"11935000","China National Radio","","163","","","","","","Zho","CHN","2300","0900","1234567","44S","","100","","BEI","","","","","HFCC","2026-03-29 15:32"
"11935000","China Radio International","","37","","","","","","Rus","CHN","1000","1100","1234567","33E,34","","500","","SZG","","","","","HFCC","2026-03-29 15:32"
"11935000","China Radio International","","37","","","","","","Rus","CHN","1100","1200","1234567","33E,34","","500","","SZG","","","","","HFCC","2026-03-29 15:32"
"11935000","China Radio International","","37","","","","","","Rus","CHN","1200","1300","1234567","33E,34","","500","","SZG","","","","","HFCC","2026-03-29 15:32"
"11935000","Radio Russia","","263","","","","","","Rus","RUS","0200","0600","1234567","30S,31","","100","","IRK","","","","","HFCC","2026-03-29 15:32"
"11940000","China Radio International","","294","","","","","","Eng","CHN","1600","1700","1234567","27-29,37NW","","500","","KAS","","","","","HFCC","2026-03-29 15:32"
"11940000","China Radio International","","300","","","","","","Bul","CHN","2030","2100","1234567","28SE","","500","","KUN","","","","","HFCC","2026-03-29 15:32"
"11940000","Radio Exterior de Espana","","230","","","","","","Spa","E","1400","2200","17","12-16","","200","","NOB","","","","","HFCC","2026-03-29 15:32"
"11940000","Radio Exterior de Espana","","230","","","","","","Spa","E","1800","0200","23456","12-16","","200","","NOB","","","","","HFCC","2026-03-29 15:32"
"11940000","Radio Romania International","","310","","","","","","Spa","ROU","0200","0300","1234567","10","","300","","GAL","","","","","HFCC","2026-03-29 15:32"
"11945000","China Radio International","","177","","","","","","Nan","CHN","0100","0200","1234567","49W,54W","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"11945000","China Radio International","","175","","","","","","Yue","CHN","2300","2400","1234567","49,54","","100","","KUN","","","","","HFCC","2026-03-29 15:32"
"11945000","Islamic Republic of Iran Broadcasting","","65","","","","","","Prs","IRN","0920","1250","1234567","30S,31S,40E","DARIIII","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"11945000","Islamic Republic of Iran Broadcasting","","90","","","","","","Ben","IRN","1420","1520","1234567","41NE","BENGALI","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"11945000","Media Broadcast GmbH","","163","","","","","","Mul","UZB","0200","0300","1234567","41","X.Indie","100","","TAC","","","","","HFCC","2026-03-29 15:32"
"11945000","Radio Romania International","","310","","","","","","Ron","ROU","0000","0200","1234567","8","","300","","GAL","","","","","HFCC","2026-03-29 15:32"
"11950000","China National Radio","","253","","","","","","Zho","CHN","0000","1200","1234567","42SE","","100","","XIY","","","","","HFCC","2026-03-29 15:32"
"11950000","China National Radio","","290","","","","","","Zho","CHN","0300","0900","1234567","42SE","","100","","LHA","","","","","HFCC","2026-03-29 15:32"
"11950000","Islamic Republic of Iran Broadcasting","","257","","","","","","Hau","IRN","1820","1920","1234567","46,47","HAUSAA-","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"11950000","Islamic Republic of Iran Broadcasting","","216","","","","","","Eng","IRN","1920","2020","1234567","52,53,57","ENGLISH","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"11955000","BBC Worldservice","","63","","","","","","Eng","OMA","0200","0300","1234567","41","DRM_ASI","100","","SLA","","","","","HFCC","2026-03-29 15:32"
"11955000","China Radio International","","122","","","","","","Fil","CHN","1130","1200","1234567","50","","100","","KUN","","","","","HFCC","2026-03-29 15:32"
"11955000","China Radio International","","122","","","","","","Fil","CHN","1200","1230","1234567","50","","100","","KUN","","","","","HFCC","2026-03-29 15:32"
"11955000","China Radio International","","177","","","","","","Mly","CHN","1230","1330","1234567","54N","","500","","KUN","","","","","HFCC","2026-03-29 15:32"
"11955000","China Radio International","","177","","","","","","Ind","CHN","1330","1430","1234567","54","","500","","KUN","","","","","HFCC","2026-03-29 15:32"
"11955000","China Radio International","","122","","","","","","Eng","CHN","2300","2400","1234567","50","","100","","KUN","","","","","HFCC","2026-03-29 15:32"
"11960000","Nippon Hoso Kyokai","","117","","","","","","Jpn","D","0300","0400","1234567","39,40","","250","","NAU","","","","","HFCC","2026-03-29 15:32"
"11960000","Radio Romania International","","300","","","","","","Eng","ROU","0530","0600","1234567","27N","","300","","GAL","","","","","HFCC","2026-03-29 15:32"
"11965000","BBC Worldservice","","140","","","","","","Fra","G","1800","1830","1234567","53S","FRENA_S","250","","WOF","","","","","HFCC","2026-03-29 15:32"
"11965000","China Radio International","","298","","","","","","Eng","CHN","1600","1700","1234567","27-29","","500","","KAS","","","","","HFCC","2026-03-29 15:32"
"11965000","HCJB Australia","","315","","","","","","Ind","AUS","0925","0930","1234567","54","Indo(in","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"11965000","HCJB Australia","","315","","","","","","Ind","AUS","0930","1045","1234567","54","Indo(in","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"11965000","HCJB Australia","","315","","","","","","Eng","AUS","1045","1115","17","54","Indo(en","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"11965000","HCJB Australia","","315","","","","","","Rhg","AUS","1125","1130","1234567","54","Indo(rh","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"11965000","HCJB Australia","","315","","","","","","Rhg","AUS","1130","1145","1234567","54","Indo(rh","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"11965000","Nippon Hoso Kyokai","","290","","","","","","Jpn","J","1500","1600","1234567","43,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"11965000","Nippon Hoso Kyokai","","240","","","","","","Jpn","J","2100","2300","1234567","49,50,54","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"11965000","Radio Russia","","117","","","","","","Rus","RUS","1700","1900","1234567","30S,31SW","","250","","MSK","","","","","HFCC","2026-03-29 15:32"
"11965000","Radio Russia","","224","","","","","","Rus","RUS","2300","0300","1234567","41","","250","","IRK","","","","","HFCC","2026-03-29 15:32"
"11965000","Turkish Radio-TV Corp","","20","","","","","","Rus","TUR","1300","1400","1234567","19,20,29,30N","","300","","EMR","","","","","HFCC","2026-03-29 15:32"
"11965000","World Christian Broadcasting (USA)","","295","","","","","","Eng","MDG","2000","2100","1234567","36SE,37,38W,46,47W","","100","","MWV","","","","","HFCC","2026-03-29 15:32"
"11970000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","300","","","","","","Ara","ARS","0900","1200","1234567","37,38","","250","","JED","","","","","HFCC","2026-03-29 15:32"
"11970000","Ministry of Information - State of Kuwait","","0","","","","","","Eng","KWT","0500","0800","1234567","41","","250","","KBD","","","","","HFCC","2026-03-29 15:32"
"11970000","Radio Romania International","","280","","","","","","Spa","ROU","2300","2400","1234567","12N","","300","","GAL","","","","","HFCC","2026-03-29 15:32"
"11975000","China Radio International","","177","","","","","","Chn","CHN","0000","0100","1234567","49,54W","","500","","KUN","","","","","HFCC","2026-03-29 15:32"
"11975000","China Radio International","","20","","","","","","Fra","MLI","2130","2230","1234567","37","","100","","BKO","","","","","HFCC","2026-03-29 15:32"
"11975000","Radio Romania International","","285","","","","","","Ron","ROU","1700","1800","1234567","27SE","","300","","GAL","","","","","HFCC","2026-03-29 15:32"
"11975000","Radio Romania International","","285","","","","","","Ron","ROU","1800","1900","1234567","27SE","","300","","GAL","","","","","HFCC","2026-03-29 15:32"
"11975000","Radio Romania International","","285","","","","","","Ron","ROU","1900","2000","1234567","27SE","","300","","GAL","","","","","HFCC","2026-03-29 15:32"
"11975000","Radio Romania International","","285","","","","","","Fra","ROU","2000","2030","1234567","27SE","","300","","GAL","","","","","HFCC","2026-03-29 15:32"
"11975000","Radio Romania International","","300","","","","","","Eng","ROU","2030","2100","1234567","27N","","300","","GAL","","","","","HFCC","2026-03-29 15:32"
"11975000","Radio Russia","","117","","","","","","Rus","RUS","0200","0400","1234567","30S,31SW","","250","","MSK","","","","","HFCC","2026-03-29 15:32"
"11975000","Radio Russia","","104","","","","","","Rus","RUS","0700","1500","1234567","30","","100","","ARM","","","","","HFCC","2026-03-29 15:32"
"11980000","China Radio International","","184","","","","","","Nan","CHN","0100","0200","1234567","49S,54","","100","","KUN","","","","","HFCC","2026-03-29 15:32"
"11980000","China Radio International","","184","","","","","","Chn","CHN","0900","1100","1234567","49S,54","","100","","KUN","","","","","HFCC","2026-03-29 15:32"
"11980000","China Radio International","","177","","","","","","Eng","CHN","1200","1300","1234567","49,54W","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"11980000","China Radio International","","177","","","","","","Eng","CHN","1300","1400","1234567","49,54W","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"11980000","United States Agency for Global Media (USAGM)","","78","","","","","","Bod","KWT","1600","1700","1234567","42,43W","","250","","KWT","","","","","HFCC","2026-03-29 15:32"
"11985000","China Radio International","","80","","","","","","Mon","CHN","1100","1200","1234567","32S,33SW","","100","","URU","","","","","HFCC","2026-03-29 15:32"
"11985000","Islamic Republic of Iran Broadcasting","","65","","","","","","Prs","IRN","0550","0820","1234567","30S,31S,40E","DARIIII","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"11990000","China Radio International","","200","","","","","","Khm","CHN","0000","0100","1234567","54E","","100","","NNN","","","","","HFCC","2026-03-29 15:32"
"11995000","Abu Dhabi Media Company","","230","","","","","","Amh","UAE","1600","1700","1234567","48","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"11995000","BBC Worldservice","","35","","","","","","Prs","OMA","1400","1500","1234567","40E,41NW","DARIA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"11995000","BBC Worldservice","","35","","","","","","Pus","OMA","1500","1600","1234567","40E,41NW","PASHA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"11995000","Radio France Internationale","","170","","","","","","Hau","F","0600","0630","1234567","46,47W","1","250","","ISS","","","","","HFCC","2026-03-29 15:32"
"11995000","Radio France Internationale","","200","","","","","","Fra","F","2000","2100","1234567","46","51","250","","ISS","","","","","HFCC","2026-03-29 15:32"
"11995000","Radio France Internationale","","200","","","","","","Fra","F","2100","2200","1234567","46","53","250","","ISS","","","","","HFCC","2026-03-29 15:32"
"12000000","China Radio International","","174","","","","","","Eng","CHN","0300","0400","1234567","41","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"12005000","BBC Worldservice","","76","","","","","","Kor","UZB","1430","1500","23456","44NE","KOREA","100","","TAC","","","","","HFCC","2026-03-29 15:32"
"12005000","BBC Worldservice","","76","","","","","","Kor","UZB","1530","1600","23456","44NE","KOREA","100","","TAC","","","","","HFCC","2026-03-29 15:32"
"12005000","China Radio International","","135","","","","","","Chn","CHN","0900","1000","1234567","55,59,60","","500","","KUN","","","","","HFCC","2026-03-29 15:32"
"12005000","China Radio International","","135","","","","","","Yue","CHN","1000","1100","1234567","55,59,60","","500","","KUN","","","","","HFCC","2026-03-29 15:32"
"12005000","Radio Delta International","","0","","","","","","Nld","HOL","0700","1700","1234567","18,27,28,37","","5","","ELB","","","","","HFCC","2026-03-29 15:32"
"12005000","Radio Russia","","290","","","","","","Rus","RUS","1500","2000","1234567","27NE,28NW","","500","","ARM","","","","","HFCC","2026-03-29 15:32"
"12010000","China National Radio","","142","","","","","","Zho","CHN","2155","0200","1234567","44S,50","","100","","NNN","","","","","HFCC","2026-03-29 15:32"
"12010000","China Radio International","","195","","","","","","Vie","CHN","1400","1500","1234567","49E","","150","","BJI","","","","","HFCC","2026-03-29 15:32"
"12015000","China Radio International","","318","","","","","","Eng","CHN","1700","1800","1234567","18,27-29","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"12015000","Media Broadcast GmbH","","167","","","","","","Mul","F","1800","2100","1234567","46,47","B.Niger","100","","ISS","","","","","HFCC","2026-03-29 15:32"
"12015000","Mongol Radio & Television","","116","","","","","","JpnMon","MNG","1300","1400","1234567","45","","250","","U-B","","","","","HFCC","2026-03-29 15:32"
"12015000","Mongol Radio & Television","","116","","","","","","ChnEng","MNG","1400","1500","1234567","45","","250","","U-B","","","","","HFCC","2026-03-29 15:32"
"12025000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","340","","","","","","Ara","ARS","0300","0400","1234567","28S,39N","","250","","JED","","","","","HFCC","2026-03-29 15:32"
"12025000","China Radio International","","73","","","","","","Kor","CHN","1300","1400","1234567","44NE,45N","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"12025000","China Radio International","","270","","","","","","Chn","CHN","1400","1500","1234567","30,31S,40E","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"12025000","For new organization","","126","","","","","","Mul","BUL","0500","1000","1234567","39,40,48","BUL","250","","SOF","","","","","HFCC","2026-03-29 15:32"
"12025000","Nippon Hoso Kyokai","","270","","","","","","Jpn","J","0200","0400","1234567","41","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"12030000","Radio Delta International","","0","","","","","","Nld","HOL","0800","1500","1234567","18,27,28,37","","5","","ELB","","","","","HFCC","2026-03-29 15:32"
"12030000","Radio Exterior de Espana","","110","","","","","","Spa","E","1500","2300","23456","38,39,47,48","","200","","NOB","","","","","HFCC","2026-03-29 15:32"
"12030000","Radio Exterior de Espana","","110","","","","","","Spa","E","1500","2400","17","38,39,47,48","","200","","NOB","","","","","HFCC","2026-03-29 15:32"
"12030000","Radio Horizon","","0","","","","","","Nld","HOL","0700","2400","234567","18,27,28,37","","5","","ANK","","","","","HFCC","2026-03-29 15:32"
"12045000","China National Radio","","285","","","","","","Zho","CHN","2300","1200","1234567","42W,43NW","","100","","BEI","","","","","HFCC","2026-03-29 15:32"
"12045000","Nippon Hoso Kyokai","","270","","","","","","Jpn","J","1500","1600","1234567","41","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"12050000","Eternal Word Television Network, Inc.","","155","","","","","","Spa","USA","0000","0600","1234567","11,15","","100","","EWN","","","","","HFCC","2026-03-29 15:32"
"12050000","Eternal Word Television Network, Inc.","","155","","","","","","Spa","USA","1400","2400","1234567","11,15","","100","","EWN","","","","","HFCC","2026-03-29 15:32"
"12055000","China National Radio","","298","","","","","","Kaz","CHN","2355","1200","1234567","42N,43NW","","100","","LIN","","","","","HFCC","2026-03-29 15:32"
"12055000","Far East Broadcasting Company","","305","","","","","","Shn","PHL","2300","2330","23456","43S,44S,49","B0023S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12055000","Far East Broadcasting Company","","305","","","","","","Mul","PHL","2330","0100","1234567","43S,44S,49","B0023S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12055000","Islamic Republic of Iran Broadcasting","","90","","","","","","Ben","IRN","1420","1520","1234567","41NE","BENGALI","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"12060000","Nippon Hoso Kyokai","","305","","","","","","Jpn","J","1700","1900","1234567","29,38-40","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"12060000","Nippon Hoso Kyokai","","305","","","","","","Jpn","J","1900","2100","1234567","46-48,52,53","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"12060000","Nippon Hoso Kyokai","","305","","","","","","Fra","J","2100","2120","1234567","46-48,52,53","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"12065000","China National Radio","","150","","","","","","Zho","CHN","1000","1030","1234567","33S,42-44","","100","","BJI","","","","","HFCC","2026-03-29 15:32"
"12070000","China Radio International","","130","","","","","","Fil","CHN","1130","1200","1234567","50","","100","","NNN","","","","","HFCC","2026-03-29 15:32"
"12070000","Encompass Digital Media Services","","35","","","","","","Fas","UAE","1430","1700","1234567","40","","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"12070000","Encompass Digital Media Services","","90","","","","","","Fas","G","1700","2100","1234567","40","","250","","WOF","","","","","HFCC","2026-03-29 15:32"
"12070000","Far East Broadcasting Company","","330","","","","","","Cmn","PHL","2300","0100","1234567","42-44","I0029H","100","","IBA","","","","","HFCC","2026-03-29 15:32"
"12080000","China National Radio","","255","","","","","","Zho","CHN","0000","1000","1234567","42SE,43SW","","100","","BJI","","","","","HFCC","2026-03-29 15:32"
"12085000","China Radio International","","354","","","","","","Mon","CHN","2300","2400","1234567","32S,33SW","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"12085000","For new organization","","126","","","","","","Ara","BUL","0600","2359","1234567","39,40,48","BUL","250","","SOF","","","","","HFCC","2026-03-29 15:32"
"12085000","Mongol Radio & Television","","178","","","","","","EngMon","MNG","0900","0930","1234567","43,44,49","","250","","U-B","","","","","HFCC","2026-03-29 15:32"
"12085000","Mongol Radio & Television","","178","","","","","","Chn","MNG","0930","1030","1234567","43,44,49","","250","","U-B","","","","","HFCC","2026-03-29 15:32"
"12085000","Mongol Radio & Television","","116","","","","","","Jpn","MNG","1030","1100","1234567","45","","250","","U-B","","","","","HFCC","2026-03-29 15:32"
"12085000","Radio Delta International","","0","","","","","","Nld","HOL","1500","2400","1234567","18,27,28,37","","5","","ELB","","","","","HFCC","2026-03-29 15:32"
"12085000","Radio Horizon","","0","","","","","","Nld","HOL","0700","2400","1","18,27,28,37","","5","","ANK","","","","","HFCC","2026-03-29 15:32"
"12095000","Abu Dhabi Media Company","","230","","","","","","Amh","UAE","1730","1750","23456","48","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"12095000","Abu Dhabi Media Company","","230","","","","","","Orm","UAE","1750","1810","23456","48","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"12095000","Abu Dhabi Media Company","","230","","","","","","Tir","UAE","1810","1830","23456","48","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","63","","","","","","Eng","OMA","0000","0200","1234567","41NE","ENASS","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","35","","","","","","Pus","OMA","0200","0230","1234567","40E,41NW","PASHA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","35","","","","","","Prs","OMA","0230","0300","1234567","40E,41NW","DARIA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","35","","","","","","Pus","OMA","0300","0330","1234567","40E,41NW","PASHA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","300","","","","","","Eng","MDG","0400","0500","234567","48SW,53W","ENAFE_E","250","","MDC","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","300","","","","","","Eng","MDG","0400","0500","1","48SW,53W","ENAFE_E","250","","MDC","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","55","","","","","","Hau","G","0629","0700","1234567","46SE","HAUSA","125","","ASC","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","27","","","","","","Fra","G","0700","0729","1234567","46","FRENA_W","125","","ASC","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","225","","","","","","Som","OMA","1400","1500","23456","48","SOMLA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","225","","","","","","Eng","OMA","1500","1530","23456","48SW,53W","ENAFE_E","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","225","","","","","","Eng","OMA","1530","1700","23456","48SW,53W","ESPR4 (","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","225","","","","","","Eng","OMA","1530","1730","1","48SW,53W","ENAFE_E","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"12095000","BBC Worldservice","","225","","","","","","Som","OMA","1600","1900","7","48","SOMLA","250","","SLA","","","","","HFCC","2026-03-29 15:32"
"12095000","Far East Broadcasting Company","","293","","","","","","Mww","PHL","1000","1030","23456","43S,49","B0001S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12095000","Far East Broadcasting Company","","293","","","","","","Khb","PHL","1030","1100","1234567","43S,44S,49","B0003S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12095000","Far East Broadcasting Company","","305","","","","","","Mul","PHL","1100","1230","1234567","43S,44S,49","B0020S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12095000","Far East Broadcasting Company","","305","","","","","","Blt","PHL","1245","1300","1234567","43S,44S,49","B0025X","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12095000","Far East Broadcasting Company","","280","","","","","","Mul","PHL","1300","1400","1234567","43S,44S,49","B0025S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12095000","Far East Broadcasting Company","","293","","","","","","Mww","PHL","2230","2330","23456","43S,49","B0001S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12095000","Far East Broadcasting Company","","293","","","","","","Hnj","PHL","2300","2330","17","43S,49","B0001S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12100000","The Overcomer Ministry","","156","","","","","","Mul","BUL","0800","1200","1234567","38,39,47E,48","BUL","250","","SOF","","","","","HFCC","2026-03-29 15:32"
"12105000","Leap of Faith, Inc.","","180","","","","","","Eng","USA","1400","0600","1234567","4,9,18","","100","","TWW","","","","","HFCC","2026-03-29 15:32"
"12110000","United States Agency for Global Media (USAGM)","","332","","","","","","Cmn","PHL","0900","1100","1234567","43,44","","250","","PHT","","","","","HFCC","2026-03-29 15:32"
"12110000","United States Agency for Global Media (USAGM)","","332","","","","","","Cmn","PHL","1100","1200","1234567","43,44","","250","","PHT","","","","","HFCC","2026-03-29 15:32"
"12110000","United States Agency for Global Media (USAGM)","","332","","","","","","Cmn","PHL","1200","1300","1234567","43,44","","250","","PHT","","","","","HFCC","2026-03-29 15:32"
"12115000","United States Agency for Global Media (USAGM)","","78","","","","","","Bod","KWT","1400","1500","1234567","42,43W","","250","","KWT","","","","","HFCC","2026-03-29 15:32"
"12120000","Far East Broadcasting Company","","293","","","","","","Mul","PHL","1200","1330","1234567","49","B0005B","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12120000","Far East Broadcasting Company","","293","","","","","","Mya","PHL","1330","1400","23456","49","B0006B","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12120000","Philippines Broadcasting Service","","283","","","","","","Fil","PHL","1730","2030","1234567","39,40","","250","","PHT","","","","","HFCC","2026-03-29 15:32"
"12120000","Trans World Radio","","345","","","","","","Eng","PHL","0030","0102","23456","42-44","B0008H","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12140000","United States Agency for Global Media (USAGM)","","70","","","","","","Prs","KWT","1400","1430","1234567","40E,41NW","","250","","KWT","","","","","HFCC","2026-03-29 15:32"
"12140000","United States Agency for Global Media (USAGM)","","70","","","","","","Pst","KWT","1430","1500","1234567","40E,41NW","","250","","KWT","","","","","HFCC","2026-03-29 15:32"
"12140000","United States Agency for Global Media (USAGM)","","70","","","","","","Prs","KWT","1500","1530","1234567","40E,41NW","","250","","KWT","","","","","HFCC","2026-03-29 15:32"
"12140000","United States Agency for Global Media (USAGM)","","70","","","","","","Pst","KWT","1530","1600","1234567","40E,41NW","","250","","KWT","","","","","HFCC","2026-03-29 15:32"
"12140000","United States Agency for Global Media (USAGM)","","70","","","","","","Prs","KWT","1600","1630","1234567","40E,41NW","","250","","KWT","","","","","HFCC","2026-03-29 15:32"
"12140000","United States Agency for Global Media (USAGM)","","70","","","","","","Pst","KWT","1630","1700","1234567","40E,41NW","","250","","KWT","","","","","HFCC","2026-03-29 15:32"
"12140000","United States Agency for Global Media (USAGM)","","70","","","","","","Prs","KWT","1700","1730","1234567","40E,41NW","","250","","KWT","","","","","HFCC","2026-03-29 15:32"
"12150000","United States Agency for Global Media (USAGM)","","349","","","","","","Cmn","PHL","1100","1200","1234567","43,44","","250","","PHT","","","","","HFCC","2026-03-29 15:32"
"12150000","United States Agency for Global Media (USAGM)","","349","","","","","","Cmn","PHL","1200","1300","1234567","43,44","","250","","PHT","","","","","HFCC","2026-03-29 15:32"
"12160000","Trans World Radio","","345","","","","","","Cmn","PHL","0900","0930","23456","42-44","B0011H","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12160000","Trans World Radio","","345","","","","","","Cmn","PHL","0930","0945","1234567","42-44","B0011H","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12160000","Trans World Radio","","345","","","","","","Cmn","PHL","0945","1000","23456","42-44","B0011H","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"12160000","WNQM, Inc.","","85","","","","","","Eng","USA","1500","2100","1234567","36-38,46-48,57","","100","","WCR","","","","","HFCC","2026-03-29 15:32"
"12160000","WNQM, Inc.","","85","","","","","","Eng","USA","1500","2100","1234567","36-38,46-48,57","","100","","WCR","","","","","HFCC","2026-03-29 15:32"
"12160000","WNQM, Inc.","","85","","","","","","Eng","USA","1500","2100","1234567","36-38,46-48,57","","100","","WCR","","","","","HFCC","2026-03-29 15:32"
"12180000","WNQM, Inc.","","85","","","","","","Eng","USA","1200","2400","1234567","36-38,46-48,57","","100","","WCR","","","","","HFCC","2026-03-29 15:32"
"12180000","WNQM, Inc.","","85","","","","","","Eng","USA","1200","2400","1234567","36-38,46-48,57","","100","","WCR","","","","","HFCC","2026-03-29 15:32"
"12180000","WNQM, Inc.","","85","","","","","","Eng","USA","1200","2400","1234567","36-38,46-48,57","","100","","WCR","","","","","HFCC","2026-03-29 15:32"
"13570000","United States Agency for Global Media (USAGM)","","184","","","","","","Spa","USA","1400","0100","1234567","11","","250","","GB","","","","","HFCC","2026-03-29 15:32"
"13575000","China Radio International","","308","","","","","","Rus","CHN","1200","1300","1234567","29,30","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"13580000","Abu Dhabi Media Company","","225","","","","","","Eng","UAE","0500","0600","1234567","48SW,53NW","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"13580000","China Radio International","","215","","","","","","Chn","CHN","0000","0100","1234567","49,54W","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"13580000","China Radio International","","215","","","","","","Chn","CHN","0100","0200","1234567","49,54W","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
