#++
#
#   Frequency Database
#   ==================
#
#   Created: 29-Mar-2026 15:32:45
#
#   The column names are the database fields
#
#   When importing:
#       Rows starting with # are treated as comments
#       Missing fields are left empty
#       Invalid fields are ignored
#       First field must be Frequency
#       Frequency value is in kHz not Hz
#       Source is set to Custom
#       Added is set to the current date & time
#
#--
Frequency,Station,Site,Azi,Dist,Locator,RDS_PI,RDS_PS,CallID,Language,TX_Country,Time_On,Time_Off,Days,Target,Notes,Pwr,M,Org_Country,Lat,Lon,ITU,Polarity,Source,Date
"5970000","Radio Delta International","","0","","","","","","Nld","HOL","0600","1600","1234567","18,27,28,37","","5","","ELB","","","","","HFCC","2026-03-29 15:32"
"5975000","China National Radio","","63","","","","","","Kor","CHN","0600","1505","1234567","33S,44NE","","100","","BEI","","","","","HFCC","2026-03-29 15:32"
"5975000","China Radio International","","257","","","","","","Chn","CHN","2200","2300","1234567","52E,53,57N","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"5975000","Korean Broadcasting System","","0","","","","","","Kor","KOR","0700","0200","1234567","33,34,44,45","","100","","HWA","","","","","HFCC","2026-03-29 15:32"
"5975000","Radio New Zealand","","35","","","","","","Eng","NZL","1645","1900","123457","61S,62,63W","NZL","35","","RAN","","","","","HFCC","2026-03-29 15:32"
"5980000","Japan International Communications","","290","","","","","","Mul","J","1300","1500","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"5980000","Japan International Communications","","290","","","","","","Mul","J","1500","1505","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"5980000","Japan International Communications","","290","","","","","","Mul","J","1530","1800","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"5980000","Japan International Communications","","290","","","","","","Mul","J","1800","1805","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"5980000","Radio New Zealand","","325","","","","","","Eng","NZL","1300","1645","1234567","51,56,64S,65S","NZL","50","","RAN","","","","","HFCC","2026-03-29 15:32"
"5980000","Radio New Zealand","","35","","","","","","Eng","NZL","1300","1645","1234567","61S,62,63W","NZL","50","","RAN","","","","","HFCC","2026-03-29 15:32"
"5985000","Abu Dhabi Media Company","","35","","","","","","Fas","UAE","0230","0330","1234567","40","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"5985000","China National Radio","","142","","","","","","Zho","CHN","2025","2400","1234567","44S,50","","100","","NNN","","","","","HFCC","2026-03-29 15:32"
"5985000","China Radio International","","165","","","","","","Fil","CHN","1130","1200","1234567","50","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"5985000","China Radio International","","257","","","","","","Swa","CHN","1600","1700","1234567","48SW,53NW","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"5985000","China Radio International","","257","","","","","","Swa","CHN","1700","1800","1234567","48SW,53NW","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"5985000","China Radio International","","257","","","","","","Por","CHN","1900","2000","1234567","52S,53W,57NE","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"5985000","China Radio International","","257","","","","","","Eng","CHN","2000","2100","1234567","52E,53,57N","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"5985000","Japan International Communications","","290","","","","","","Mul","J","1600","1700","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"5985000","Japan International Communications","","290","","","","","","Mul","J","1700","1800","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"5985000","Japan International Communications","","290","","","","","","Mul","J","1800","1805","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"5990000","China National Radio","","206","","","","","","Bod","CHN","2250","1600","1234567","43N","","50","","XIN","","","","","HFCC","2026-03-29 15:32"
"5990000","China Radio International","","0","","","","","","Spa","CUB","0000","0100","1234567","10E,11W","","250","","HAB","","","","","HFCC","2026-03-29 15:32"
"5990000","China Radio International","","0","","","","","","Rus","CHN","0100","0200","1234567","30SE,31SW,40E","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"5990000","China Radio International","","345","","","","","","Mon","CHN","1200","1300","1234567","32S,33SW","","100","","HUH","","","","","HFCC","2026-03-29 15:32"
"5990000","China Radio International","","345","","","","","","Rus","CHN","1300","1400","1234567","32N,33N","","100","","HUH","","","","","HFCC","2026-03-29 15:32"
"5990000","China Radio International","","345","","","","","","Mon","CHN","1400","1500","1234567","32S,33SW","","100","","HUH","","","","","HFCC","2026-03-29 15:32"
"5990000","China Radio International","","345","","","","","","Rus","CHN","1500","1600","1234567","32N,33N","","100","","HUH","","","","","HFCC","2026-03-29 15:32"
"5990000","China Radio International","","0","","","","","","Eng","CUB","2300","2400","1234567","8S,10E,11W","","250","","HAB","","","","","HFCC","2026-03-29 15:32"
"5990000","Islamic Republic of Iran Broadcasting","","300","","","","","","Sqi","IRN","1820","1920","1234567","28S","ALBANIA","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"5990000","Media Broadcast GmbH","","233","","","","","","Mul","D","1000","1600","1234567","27E,28","A.307","125","","NAU","","","","","HFCC","2026-03-29 15:32"
"5995000","China National Radio","","142","","","","","","Zho","CHN","2055","2400","1234567","44S,50","","100","","NNN","","","","","HFCC","2026-03-29 15:32"
"5995000","China Radio International","","287","","","","","","Rus","CHN","1600","1700","1234567","30SE,31SW,40E","","100","","GEM","","","","","HFCC","2026-03-29 15:32"
"6000000","All India Radio","","130","","","","","","Mul","IND","0700","1000","1234567","41NW","","10","","LEH","","","","","HFCC","2026-03-29 15:32"
"6000000","China National Radio","","0","","","","","","Zho","CHN","1100","1805","1234567","43NE,44NW","","100","","BEI","","","","","HFCC","2026-03-29 15:32"
"6000000","China National Radio","","0","","","","","","Zho","CHN","2025","2330","1234567","43NE,44NW","","100","","BEI","","","","","HFCC","2026-03-29 15:32"
"6000000","For new organization","","306","","","","","","Eng","BUL","1500","2359","1234567","28,27","","25","","SOF","","","","","HFCC","2026-03-29 15:32"
"6000000","Islamic Republic of Iran Broadcasting","","65","","","","","","Tgk","IRN","0050","0220","1234567","30SE,31SW,40E,41NW,42W","TAJIKKI","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"6005000","For new organization","","306","","","","","","Mul","BUL","1900","2100","1234567","28,27,37","","250","","SOF","","","","","HFCC","2026-03-29 15:32"
"6005000","Radio Europe Netherlands","","0","","","","","","Nld","HOL","0000","1700","1234567","18,27,28,37","","6","","AAR","","","","","HFCC","2026-03-29 15:32"
"6010000","China National Radio","","255","","","","","","Bod","CHN","1300","1605","1234567","42SE,43SW","","100","","BJI","","","","","HFCC","2026-03-29 15:32"
"6010000","China National Radio","","255","","","","","","Bod","CHN","2155","2400","1234567","42SE,43SW","","100","","BJI","","","","","HFCC","2026-03-29 15:32"
"6010000","For new organization","","110","","","","","","Fra","BUL","1700","2200","1234567","29,30,40,39","","250","","SOF","","","","","HFCC","2026-03-29 15:32"
"6015000","China National Radio","","0","","","","","","Kaz","CHN","0000","0348","1234567","42N","","100","","URU","","","","","HFCC","2026-03-29 15:32"
"6015000","China National Radio","","0","","","","","","Kaz","CHN","1153","1800","1234567","42N","","100","","URU","","","","","HFCC","2026-03-29 15:32"
"6015000","Korean Broadcasting System","","0","","","","","","Kor","KOR","0400","2400","1234567","44N","","100","","HWA","","","","","HFCC","2026-03-29 15:32"
"6015000","The Overcomer Ministry","","115","","","","","","Eng","D","1400","1600","1234567","27,28,29,39","X.East_","125","","NAU","","","","","HFCC","2026-03-29 15:32"
"6020000","China Radio International","","315","","","","","","Sqi","CHN","1900","2000","1234567","28SE","","500","","SZG","","","","","HFCC","2026-03-29 15:32"
"6020000","China Radio International","","315","","","","","","Pol","CHN","2000","2100","1234567","28N","","500","","SZG","","","","","HFCC","2026-03-29 15:32"
"6020000","Korean Broadcasting System","","0","","","","","","Kor","KOR","0000","2400","1234567","44","","10","","HWA","","","","","HFCC","2026-03-29 15:32"
"6020000","Radio Casanova International","","0","","","","","","Nld","HOL","0600","1300","1234567","27,28","","1","","WIW","","","","","HFCC","2026-03-29 15:32"
"6025000","China National Radio","","268","","","","","","Bod","CHN","1000","1100","2","42SE","","100","","LHA","","","","","HFCC","2026-03-29 15:32"
"6025000","China National Radio","","268","","","","","","Bod","CHN","2050","1805","1234567","42SE","","100","","LHA","","","","","HFCC","2026-03-29 15:32"
"6030000","China National Radio","","142","","","","","","Zho","CHN","1100","1605","1234567","44S,50","","100","","NNN","","","","","HFCC","2026-03-29 15:32"
"6030000","China National Radio","","0","","","","","","Zho","CHN","2025","1805","1234567","43NE,44NW","","30","","BEI","","","","","HFCC","2026-03-29 15:32"
"6030000","United States Agency for Global Media (USAGM)","","205","","","","","","Spa","USA","0100","1200","1234567","11","","250","","GB","","","","","HFCC","2026-03-29 15:32"
"6035000","China National Radio","","225","","","","","","Zho","CHN","1000","1500","1234567","43S,49N","","50","","KUN","","","","","HFCC","2026-03-29 15:32"
"6035000","Japan International Communications","","290","","","","","","Mul","J","1555","1700","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"6035000","Japan International Communications","","290","","","","","","Mul","J","1950","2050","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"6040000","China National Radio","","180","","","","","","Zho","CHN","2055","2300","1234567","44S","","150","","BEI","","","","","HFCC","2026-03-29 15:32"
"6040000","China National Radio","","263","","","","","","Mon","CHN","2150","1605","1234567","43NW","","50","","HUH","","","","","HFCC","2026-03-29 15:32"
"6040000","China Radio International","","190","","","","","","Chn","CHN","1400","1500","1234567","49,54W","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"6040000","Japan International Communications","","290","","","","","","Mul","J","1300","1400","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"6040000","Japan International Communications","","290","","","","","","Mul","J","1700","1800","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"6040000","Japan International Communications","","290","","","","","","Mul","J","1950","2050","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"6040000","Radio Delta International","","0","","","","","","Nld","HOL","0600","1600","1234567","18,27,28,37","","5","","ELB","","","","","HFCC","2026-03-29 15:32"
"6040000","Telediffusion d'Algerie","","210","","","","","","Arb","ALG","0000","0100","1234567","46,37SW","","300","","ORG","","","","","HFCC","2026-03-29 15:32"
"6040000","Telediffusion d'Algerie","","210","","","","","","Arb","ALG","0100","0200","1234567","46,37SW","","300","","ORG","","","","","HFCC","2026-03-29 15:32"
"6040000","Telediffusion d'Algerie","","210","","","","","","Arb","ALG","0200","0300","1234567","46,37SW","","300","","ORG","","","","","HFCC","2026-03-29 15:32"
"6040000","Telediffusion d'Algerie","","210","","","","","","Arb","ALG","0300","0400","1234567","46,37SW","","300","","ORG","","","","","HFCC","2026-03-29 15:32"
"6040000","Telediffusion d'Algerie","","210","","","","","","Arb","ALG","0400","0500","1234567","46,37SW","","300","","ORG","","","","","HFCC","2026-03-29 15:32"
"6040000","Telediffusion d'Algerie","","210","","","","","","Arb","ALG","0500","0600","1234567","46,37SW","","300","","ORG","","","","","HFCC","2026-03-29 15:32"
"6040000","Turkish Radio-TV Corp","","138","","","","","","Tur","TUR","0400","0600","1234567","39N","","250","","EMR","","","","","HFCC","2026-03-29 15:32"
"6045000","Media Broadcast GmbH","","240","","","","","","NldEng","D","0800","0900","1234567","27E,28","X.332","125","","NAU","","","","","HFCC","2026-03-29 15:32"
"6045000","Media Broadcast GmbH","","233","","","","","","Mul","D","1000","1400","1234567","27E,28","A.307","100","","NAU","","","","","HFCC","2026-03-29 15:32"
"6045000","Radio Russia","","240","","","","","","Rus","RUS","2000","2130","1234567","28","","250","","MSK","","","","","HFCC","2026-03-29 15:32"
"6050000","China National Radio","","290","","","","","","Zho","CHN","2000","1800","1234567","42SE,43SW","","100","","LHA","","","","","HFCC","2026-03-29 15:32"
"6050000","China Radio International","","345","","","","","","Mon","CHN","1200","1300","1234567","32S,33SW","","100","","HUH","","","","","HFCC","2026-03-29 15:32"
"6050000","China Radio International","","345","","","","","","Rus","CHN","1300","1400","1234567","32N,33N","","100","","HUH","","","","","HFCC","2026-03-29 15:32"
"6050000","Ministry of Information - State of Kuwait","","0","","","","","","Ara","KWT","1600","2100","1234567","39,40SW","","100","","KBD","","","","","HFCC","2026-03-29 15:32"
"6055000","China Radio International","","200","","","","","","Khm","CHN","1400","1500","1234567","49SE","","100","","NNN","","","","","HFCC","2026-03-29 15:32"
"6055000","Korean Broadcasting System","","305","","","","","","Kor","KOR","1500","1530","1234567","32E,33W","","250","","KIM","","","","","HFCC","2026-03-29 15:32"
"6055000","Media Broadcast GmbH","","222","","","","","","Mul","D","1030","1100","1234567","27,28","A.332","125","","NAU","","","","","HFCC","2026-03-29 15:32"
"6055000","Nihon Short-wave Broadc. Co.","","64","","","","","","Jpn","J","0000","2400","1234567","45","","50","","NAG","","","","","HFCC","2026-03-29 15:32"
"6055000","Nihon Short-wave Broadc. Co.","","244","","","","","","Jpn","J","0000","2400","1234567","45","","50","","NAG","","","","","HFCC","2026-03-29 15:32"
"6060000","China National Radio","","358","","","","","","Zho","CHN","1000","1515","1234567","43S","","50","","CDU","","","","","HFCC","2026-03-29 15:32"
"6060000","China National Radio","","358","","","","","","Zho","CHN","2155","0135","1234567","43S","","50","","CDU","","","","","HFCC","2026-03-29 15:32"
"6060000","China Radio International","","163","","","","","","Eng","CHN","1600","1700","1234567","49E,54","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"6060000","China Radio International","","163","","","","","","Eng","CHN","1700","1800","1234567","49E,54","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"6060000","For new organization","","30","","","","","","Eng","BUL","1530","1900","1234567","29,30","","100","","SOF","","","","","HFCC","2026-03-29 15:32"
"6060000","Radio Casanova International","","0","","","","","","Nld","HOL","1645","1800","1234567","27,28","","1","","WIW","","","","","HFCC","2026-03-29 15:32"
"6065000","Adventist World Radio","","20","","","","","","Mlg","MDG","0300","0400","1234567","53","x111","125","","MDC","","","","","HFCC","2026-03-29 15:32"
"6065000","Adventist World Radio","","20","","","","","","Mlg","MDG","1500","1600","1234567","53","x111","125","","MDC","","","","","HFCC","2026-03-29 15:32"
"6065000","China National Radio","","220","","","","","","Zho","CHN","1200","1605","1234567","43SE","","150","","BEI","","","","","HFCC","2026-03-29 15:32"
"6065000","China National Radio","","220","","","","","","Zho","CHN","2055","2230","1234567","43SE","","150","","BEI","","","","","HFCC","2026-03-29 15:32"
"6065000","Japan International Communications","","290","","","","","","Mul","J","1950","2050","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"6065000","Korean Broadcasting System","","290","","","","","","Kor","KOR","1100","1400","1234567","42E,43,44","","250","","KIM","","","","","HFCC","2026-03-29 15:32"
"6070000","Abu Dhabi Media Company","","60","","","","","","Urd","UAE","0200","0230","1234567","41NW","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"6070000","Abu Dhabi Media Company","","60","","","","","","Pus","UAE","0230","0300","6","41NW","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"6070000","Channel 292 (Germany)","","0","","","","","","Deu","D","0000","2400","1234567","18,27,28","","2","","ROB","","","","","HFCC","2026-03-29 15:32"
"6070000","Japan International Communications","","290","","","","","","Mul","J","1300","1400","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"6070000","Japan International Communications","","290","","","","","","Mul","J","1400","1500","1234567","43N,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
